"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","entrez","ensembl"
"Tigd5",96.3759108759564,0.0267593939661922,0.284166621823665,0.0941679701664514,0.924975727786775,0.999813356907188,"105734","ENSMUSG00000103906"
"Cmtm3",107.558826228479,-0.025452219282751,0.27035060706941,-0.0941452270392584,0.92499379391675,0.999813356907188,"68119","ENSMUSG00000031875"
"Camsap1",918.122769289603,0.0104129464136378,0.110610130506281,0.0941409829820834,0.924997165211529,0.999813356907188,"227634","ENSMUSG00000026933"
"Ndnf",17.7445421026887,0.0627047508082162,0.666705106700162,0.0940517031863931,0.92506808551756,0.999813356907188,"68169","ENSMUSG00000049001"
"Zfp39",375.472503065192,-0.0160937281249815,0.171264800832306,-0.0939698528055378,0.925133104716252,0.999813356907188,"22698","ENSMUSG00000037001"
"Surf1",978.872892195629,0.0099121962577986,0.105538259914496,0.0939204063609646,0.925172383556572,0.999813356907188,"20930","ENSMUSG00000015790"
"Gid8",660.312109026939,0.0111934689429906,0.11925243335751,0.0938636523200612,0.925217467567096,0.999813356907188,"76425","ENSMUSG00000027573"
"Cdca2",2273.56308128728,0.00792127760598061,0.0844022280262174,0.0938515225394295,0.925227103196861,0.999813356907188,"108912","ENSMUSG00000048922"
"Pgm2",5471.07833889089,0.00605220705074581,0.0644930243844631,0.0938428164675098,0.925234019114824,0.999813356907188,"72157","ENSMUSG00000025791"
"Igflr1",115.197264768025,-0.0250857302368995,0.267635592965595,-0.0937309195646646,0.92532290813218,0.999813356907188,"101883","ENSMUSG00000036826"
"Tango6",478.0695422106,0.013205834660519,0.140957658083819,0.0936865356592847,0.925358166218311,0.999813356907188,"272538","ENSMUSG00000041949"
"Braf",974.39616237786,-0.0114705799713584,0.122498111480872,-0.0936388311027108,0.925396062356688,0.999813356907188,"109880","ENSMUSG00000002413"
"Slc39a9",478.187656449317,-0.0127381963168295,0.136144189548558,-0.0935640100328062,0.925455499988782,0.999813356907188,"328133","ENSMUSG00000048833"
"Tmem235",6.00612681250398,0.104080342065046,1.1125087168057,0.0935546306224794,0.925462950993391,NA,"546519","ENSMUSG00000070330"
"Nt5m",353.622893519665,-0.0144945088480577,0.154954291557094,-0.0935405447787623,0.925474140801493,0.999813356907188,"103850","ENSMUSG00000032615"
"Nudcd3",1464.49856760263,-0.00858485812623053,0.0917874758001301,-0.0935297332385991,0.925482729509633,0.999813356907188,"209586","ENSMUSG00000053838"
"Atp5s",106.118844201638,-0.0258610635919292,0.276774152088482,-0.0934374232448617,0.925556061098371,0.999813356907188,NA,NA
"Tmbim4",599.880709585279,0.0115644412449733,0.123876779465586,0.093354390506947,0.92562202332221,0.999813356907188,"68212","ENSMUSG00000020225"
"Traj31",6.98178052026407,0.0976509102604708,1.04736723704104,0.0932346428329654,0.925717153241186,NA,"100124358",NA
"Scrn2",360.307111782835,-0.0150439757680096,0.161424239759002,-0.0931952709857543,0.925748431246856,0.999813356907188,"217140","ENSMUSG00000020877"
"Mycl",7.47200397546047,-0.0929094757082692,0.997485054784396,-0.0931437270790502,0.925789379222378,NA,"16918","ENSMUSG00000028654"
"Fbxw2",1379.56715330134,0.00881195428134989,0.0946369486528019,0.0931132544613059,0.925813587646842,0.999813356907188,"30050","ENSMUSG00000035949"
"Zswim4",1252.82846745304,-0.0089122326257725,0.0957153810385571,-0.0931118126373271,0.925814733079737,0.999813356907188,"212168","ENSMUSG00000035671"
"Aif1",23.1804662234434,-0.0546557048057764,0.587006500692935,-0.0931091985203875,0.925816809821518,0.999813356907188,"11629","ENSMUSG00000024397"
"Ubxn2b",335.740364616939,-0.0153934264734494,0.165375131134446,-0.093081870096508,0.925838520464197,0.999813356907188,"68053","ENSMUSG00000028243"
"St6galnac2",7.47342806407953,-0.0933119368215401,1.00427674184759,-0.0929145652122464,0.925971434439159,NA,"20446","ENSMUSG00000057286"
"Axin2",253.136801593293,-0.0170339404037235,0.183579873305982,-0.0927876247922458,0.926072282579693,0.999813356907188,"12006","ENSMUSG00000000142"
"Rnf14",1753.49978605543,0.00811214727224171,0.0874274887350808,0.0927871472646642,0.926072661954942,0.999813356907188,"56736","ENSMUSG00000060450"
"Trbj1-7",27.9464896080426,0.0483187213220655,0.5225688514418,0.0924638374230518,0.926329521656502,0.999813356907188,"100125254",NA
"Rps29",5283.81860842045,-0.0278031379037523,0.301130074554729,-0.0923293295924157,0.926436386244468,0.999813356907188,"20090","ENSMUSG00000034892"
"Alkbh1",827.987233535989,0.0103166722966265,0.111806961663045,0.0922721818317366,0.926481789741932,0.999813356907188,"211064","ENSMUSG00000079036"
"Mesdc1",530.721109309805,0.0120786900214787,0.131010370446849,0.0921964420089865,0.926541964872002,0.999813356907188,NA,NA
"Gm28536",2.75162546903201,-0.15245072236044,1.65368493870457,-0.0921884929785134,0.926548280384385,NA,NA,NA
"Ift52",840.941202091549,-0.0100669687127437,0.109284419321425,-0.0921171451086266,0.926604966543021,0.999813356907188,"245866","ENSMUSG00000017858"
"Sgpp1",1421.23758077154,-0.00838122894857961,0.0910212212403513,-0.0920799439336029,0.926634523168281,0.999813356907188,"81535","ENSMUSG00000021054"
"2310009B15Rik",119.652483178658,0.0241758222682454,0.263067477567774,0.0918997000000387,0.926777729819751,0.999813356907188,"69549","ENSMUSG00000079283"
"Gm22516",6.48641759596178,0.0983135412929806,1.07085361130037,0.0918085723907633,0.926850133047444,NA,NA,NA
"Cfap57",2.75210016523836,-0.152753238347194,1.66478363196653,-0.0917556104073137,0.926892212982869,NA,"68625","ENSMUSG00000028730"
"Gm26648",2.75210016523836,-0.152753238347194,1.66478363196653,-0.0917556104073137,0.926892212982869,NA,NA,NA
"Gm26805",2.75210016523836,-0.152753238347194,1.66478363196653,-0.0917556104073137,0.926892212982869,NA,NA,NA
"9230116N13Rik",27.5006153721309,0.0506757351273811,0.553347281372636,0.0915803453514303,0.927031467952973,0.999813356907188,"320054","ENSMUSG00000097403"
"Tmem35",12.7037669394484,-0.0705780931360998,0.771269390825396,-0.091509003177954,0.927088152751962,0.999813356907188,NA,NA
"Cdk12",1759.11776381281,0.00881364444098794,0.0967666139511634,0.0910814596182528,0.92742786448276,0.999813356907188,"69131","ENSMUSG00000003119"
"Pdp2",667.715023380728,-0.0110862432374982,0.121760229986342,-0.0910497889067864,0.92745302949178,0.999813356907188,"382051","ENSMUSG00000048371"
"Zfp560",146.701183634191,0.0215459182895484,0.236736025720147,0.0910124186802835,0.9274827233319,0.999813356907188,"434377","ENSMUSG00000045519"
"Tchp",311.306976227756,-0.0157794826013162,0.173396904405978,-0.0910021009623755,0.927490921658738,0.999813356907188,"77832","ENSMUSG00000002486"
"Mrpl32",809.565791670848,-0.0106278570383307,0.11683792867869,-0.0909623883144821,0.927522476893241,0.999813356907188,"75398","ENSMUSG00000015672"
"D630036G22Rik",186.759173335726,-0.0195030743298824,0.214624904081157,-0.0908705092420572,0.927595483433443,0.999813356907188,"442807",NA
"Gga3",816.382627797459,0.0102085315317632,0.112428622580044,0.0908001120844044,0.927651420990073,0.999813356907188,"260302","ENSMUSG00000020740"
"Gm37706",8.45659472197729,0.0912375265898343,1.00487761735431,0.0907946649563645,0.927655749290999,NA,NA,NA
"Gm44067",18.2045981559115,0.0588877032322888,0.650956425393114,0.0904633565860056,0.927919011731748,0.999813356907188,NA,NA
"Pofut1",2006.38649889279,0.00739948534294407,0.081817735220733,0.0904386478430536,0.927938645974128,0.999813356907188,"140484","ENSMUSG00000046020"
"Trav13-2",17.23695521478,0.0597632239388622,0.662413118188325,0.0902204716330382,0.928112016655615,0.999813356907188,"638566",NA
"Fah",282.232158927384,0.0158231378018741,0.175405925838542,0.0902086843772827,0.928121383331197,0.999813356907188,"14085","ENSMUSG00000030630"
"3110083C13Rik",17.4674630835849,-0.0615483427095635,0.682292209823102,-0.0902081862044433,0.928121779201622,0.999813356907188,"73208","ENSMUSG00000097303"
"Bicd2",2367.71376148248,0.00714261996443805,0.0792024760119511,0.0901817761778089,0.928142765815809,0.999813356907188,"76895","ENSMUSG00000037933"
"Letm1",1671.2360092717,-0.00773274041152908,0.0857925280042737,-0.0901330289642925,0.928181502710839,0.999813356907188,"56384","ENSMUSG00000005299"
"6820402A03Rik",5.51028919199533,0.105600698002598,1.17166711397619,0.0901285840858239,0.928185034834853,NA,"75742",NA
"Inip",718.678269673213,0.010368681610239,0.115063301520998,0.0901128463478591,0.928197540844441,0.999813356907188,"66209","ENSMUSG00000038544"
"Atg13",526.372104320472,-0.0117940499495411,0.130895099342403,-0.0901030673324867,0.928205311757954,0.999813356907188,"51897","ENSMUSG00000027244"
"Rps6kb2",448.854021436817,-0.0127441648838363,0.141456607187145,-0.0900923975009239,0.92821379056809,0.999813356907188,"58988","ENSMUSG00000024830"
"Matk",583.337150304136,-0.0121521190429259,0.134889086743274,-0.0900897124913763,0.928215924219378,0.999813356907188,"17179","ENSMUSG00000004933"
"Spg21",2391.56261052813,0.00718625374372764,0.0797759195618055,0.0900804877361542,0.928223254704085,0.999813356907188,"27965","ENSMUSG00000032388"
"Gm22879",6.50386321783804,0.102216855079341,1.13629067277615,0.0899566083998625,0.928321696451324,NA,NA,NA
"Stil",933.250587469559,0.00964874708741858,0.107312422044036,0.0899126764975927,0.928356607567259,0.999813356907188,"20460","ENSMUSG00000028718"
"Qrfp",12.6434783760704,-0.0819788887200598,0.911930884970264,-0.0898959450449284,0.92836990349224,0.999813356907188,"227717","ENSMUSG00000043102"
"Snord73a",7.95933301284958,0.091984750467409,1.02418537745762,0.0898125988634463,0.928436136208691,NA,"19870","ENSMUSG00000064984"
"Ppil1",2020.43768749898,-0.00854983972778433,0.0951971099861406,-0.0898119672858669,0.928436638106388,0.999813356907188,"68816","ENSMUSG00000024007"
"Clec12a",2.75257486144472,-0.152947460942909,1.70463790880714,-0.0897243104548446,0.928506296905897,NA,"232413","ENSMUSG00000053063"
"Gm10125",2.75257486144472,-0.152947460942909,1.70463790880714,-0.0897243104548446,0.928506296905897,NA,"791318","ENSMUSG00000063087"
"Phf2",1411.56005990879,-0.00851446063987017,0.0948979462374216,-0.0897222856495562,0.928507905976995,0.999813356907188,"18676","ENSMUSG00000038025"
"ENSMUST00000107716.6",7.00583594043445,-0.0962855660423302,1.07315137162869,-0.0897222596810366,0.928507926613645,NA,NA,NA
"9930022D16Rik",35.2393372393193,0.0418466643328526,0.466797150782468,0.0896463576581544,0.928568244600305,0.999813356907188,"320509",NA
"Fgd1",112.793226750807,0.0240844735981345,0.268933987372587,0.0895553359894501,0.928640578441569,0.999813356907188,"14163","ENSMUSG00000025265"
"Gbp11",5.99057997545313,0.0992152424989368,1.10908623944126,0.0894567428308551,0.92871892992133,NA,"634650","ENSMUSG00000092021"
"Wdr73",708.112870010386,0.0105314734042473,0.117818102730953,0.0893875657486763,0.92877390500793,0.999813356907188,"71968","ENSMUSG00000025722"
"4833418N02Rik",34.2081291019345,-0.0434827010506277,0.486712938749192,-0.0893395214895545,0.928812086021951,0.999813356907188,"74597","ENSMUSG00000085287"
"Tmco4",1741.37658013558,-0.00787353753966101,0.0881424214671136,-0.0893274476535531,0.928821681185831,0.999813356907188,"77056","ENSMUSG00000041143"
"Amn1",145.551236145734,-0.0211759929923592,0.237212024700664,-0.0892703184801911,0.92886708228907,0.999813356907188,"232566","ENSMUSG00000068250"
"Tlr12",17.2289444481514,0.0589316327618471,0.660210011614677,0.0892619495692254,0.928873733162511,0.999813356907188,"384059","ENSMUSG00000062545"
"Wrnip1",2164.34460853746,0.00733429946431611,0.0821880846739948,0.089237989830377,0.928892774280441,0.999813356907188,"78903","ENSMUSG00000021400"
"Cd3e",848.051719577157,0.0106643985274905,0.119520460978131,0.0892265511713666,0.928901864746769,0.999813356907188,"12501","ENSMUSG00000032093"
"Mthfd1",4441.64646373548,0.00650420981249115,0.0729005683389491,0.0892202895078954,0.928906840984441,0.999813356907188,"108156","ENSMUSG00000021048"
"Tnfsf4",27.9309427709917,0.047220851995976,0.529471454975705,0.0891848872157665,0.928934975768111,0.999813356907188,"22164","ENSMUSG00000026700"
"4930456G14Rik",7.48802550871767,-0.0889272975269581,0.997646552933768,-0.0891370769191259,0.928972971537972,NA,"74678",NA
"Srsf9",1845.94409977023,0.00750195583199629,0.0842443392515732,0.089049969394308,0.929042197993307,0.999813356907188,"108014","ENSMUSG00000029538"
"Drc1",5.99105467165949,0.0990392358181551,1.11258006831361,0.0890176254624741,0.929067902634418,NA,"381738","ENSMUSG00000073102"
"Aldh3b1",5.50132903295402,0.103386484626124,1.16365164139889,0.0888465937295788,0.929203827639152,NA,"67689","ENSMUSG00000024885"
"Pnpo",823.551172834427,0.00994681865493503,0.112078531187268,0.0887486528380287,0.929281665681453,0.999813356907188,"103711","ENSMUSG00000018659"
"Ldhb",654.768096153231,-0.0110504909155904,0.124638291612737,-0.0886604812421962,0.929351740202724,0.999813356907188,"16832","ENSMUSG00000030246"
"Aim1",8319.21020755974,0.00540384358625882,0.0610110520055659,0.0885715523437596,0.929422417146363,0.999813356907188,NA,NA
"Dclre1c",371.429396782105,-0.0138445089984187,0.156517243944198,-0.0884535700319038,0.929516185378657,0.999813356907188,"227525","ENSMUSG00000026648"
"Naa25",2327.83857695571,-0.00692040356010714,0.0782917512195287,-0.0883924992391913,0.929564722702134,0.999813356907188,"231713","ENSMUSG00000042719"
"Cilp2",5.02056355328987,0.111234565913499,1.25955943099447,0.0883122806088433,0.929628478578698,NA,"68709","ENSMUSG00000044006"
"E130317F20Rik",135.530643795293,0.0212962777043988,0.241287094963516,0.0882611550676547,0.929669112189438,0.999813356907188,"414101","ENSMUSG00000091994"
"Snora31",29.9115503852367,-0.0445283648704901,0.504772787402392,-0.088214670009525,0.929706057791382,0.999813356907188,"100303751","ENSMUSG00000065147"
"Rbm15",1853.09227890598,0.00738331644317006,0.0837014957101375,0.0882100896827323,0.929709698172151,0.999813356907188,"229700","ENSMUSG00000048109"
"Cyb5r4",1435.62417997119,0.00793903162344352,0.0900067762488871,0.0882048213957855,0.929713885336012,0.999813356907188,"266690","ENSMUSG00000032872"
"Zik1",145.720842033247,0.0211436871971167,0.239731512616215,0.0881973628179853,0.929719813317017,0.999813356907188,"22775","ENSMUSG00000030393"
"Trav9-1",24.169352356102,-0.0498712309251933,0.565508137851807,-0.088188352363308,0.929726974714859,0.999813356907188,"627324",NA
"Lysmd1",56.1004401260118,0.034074811293753,0.386419371677666,0.0881809085963131,0.929732890933016,0.999813356907188,"217779","ENSMUSG00000053769"
"Sdad1",2502.90480267278,-0.00689958734349753,0.0783263074334459,-0.0880877392229952,0.92980694117975,0.999813356907188,"231452","ENSMUSG00000029415"
"Crip2",165.265503798516,-0.0195522708231843,0.22197142114022,-0.0880846314482669,0.929809411223858,0.999813356907188,"68337","ENSMUSG00000006356"
"Gm42869",7.46302069613458,0.0924965324044242,1.05151450901601,0.087965055747049,0.929904449917865,NA,NA,NA
"Gm15587",5.01350217907398,0.10781083273908,1.22752611538702,0.08782773041459,0.930013597241083,NA,NA,NA
"Gm23887",5.01350217907398,0.10781083273908,1.22752611538702,0.08782773041459,0.930013597241083,NA,NA,NA
"Psma8",5.01350217907398,0.10781083273908,1.22752611538702,0.08782773041459,0.930013597241083,NA,"73677","ENSMUSG00000036743"
"Snx27",2228.95993520038,0.00708659160166488,0.0807288974180237,0.0877825887422899,0.930049476507514,0.999813356907188,"76742","ENSMUSG00000028136"
"Mrpl44",1022.0695818067,-0.00889733903772608,0.101379739291302,-0.0877624967268919,0.930065445983192,0.999813356907188,"69163","ENSMUSG00000026248"
"Eif4g3",2830.88369494733,-0.00700490825702219,0.0799846938891867,-0.0875781092158334,0.930212001628284,0.999813356907188,"230861","ENSMUSG00000028760"
"Lrrc29",84.5494465137108,-0.0268679124478711,0.306870978776646,-0.0875544261467185,0.930230825674963,0.999813356907188,"234684","ENSMUSG00000041679"
"B3gntl1",183.425208678083,0.0183936974935943,0.210572830110821,0.0873507635525155,0.930392704707253,0.999813356907188,"210004","ENSMUSG00000046605"
"Dcaf10",708.486457106783,0.0103748407095491,0.118877425072687,0.0872734306215457,0.930454172714123,0.999813356907188,"242418","ENSMUSG00000035572"
"Ccdc58",1439.67095345393,0.00817506721316113,0.0937116790539116,0.087236375398397,0.930483626170155,0.999813356907188,"381045","ENSMUSG00000075229"
"Ikzf3",692.826954796499,-0.0103752129379489,0.118950330400435,-0.0872230695200403,0.930494202410987,0.999813356907188,"22780","ENSMUSG00000018168"
"Rbm10",3047.97609193747,0.006723903147736,0.077103723038469,0.0872059465193565,0.930507812727755,0.999813356907188,"236732","ENSMUSG00000031060"
"Nfs1",1536.99671571555,-0.00800458709121265,0.0918131970232909,-0.08718340446398,0.93052573044268,0.999813356907188,"18041","ENSMUSG00000027618"
"Gm15860",5.01255278666127,0.108300446703025,1.24685276639733,0.0868590499389507,0.930783549865068,NA,"102641980",NA
"Rbm6",2439.3786113152,0.00673981611101995,0.0776276771130217,0.0868223340137711,0.930812734681357,0.999813356907188,"19654","ENSMUSG00000032582"
"Sirt2",1689.65555622712,-0.00758972737848899,0.0874377206509024,-0.0868015236672419,0.93082927648588,0.999813356907188,"64383","ENSMUSG00000015149"
"Tnfrsf8",284.99006269681,0.0149003902853475,0.171926113183403,0.0866674061865894,0.930935884996985,0.999813356907188,"21941","ENSMUSG00000028602"
"Gm23547",287.975306348931,0.0150632241315084,0.173974425708545,0.086582979481958,0.931002995492125,0.999813356907188,NA,NA
"9130023H24Rik",180.093540326701,-0.0190136599860451,0.219604275037086,-0.0865814656059597,0.931004198871392,0.999813356907188,"100043133","ENSMUSG00000062944"
"Yae1d1",188.284559325556,0.0179452569409706,0.207301359344413,0.086566036024666,0.931016463846772,0.999813356907188,"67008","ENSMUSG00000075054"
"Il19",5.00596610865173,0.104742572367678,1.21295250772979,0.0863533994119183,0.931185490374162,NA,"329244","ENSMUSG00000016524"
"Klre1",5.98304390503088,0.0966620758980064,1.11995216696925,0.0863091110038991,0.931220695971219,NA,"243655","ENSMUSG00000050241"
"Lats1",949.056603005704,0.00908958419227586,0.10551168961179,0.0861476508026672,0.9313490445276,0.999813356907188,"16798","ENSMUSG00000040021"
"Tm7sf3",691.478414076018,-0.010149839393585,0.117999454857522,-0.086015985462309,0.931453709761667,0.999813356907188,"67623","ENSMUSG00000040234"
"Plpp7",7.49461218672721,-0.0865158539506209,1.00604234080371,-0.0859962353885668,0.93146940986583,NA,"227721","ENSMUSG00000051373"
"Gm26579",5.49521705115084,0.100075452197738,1.16373295515107,0.0859952034139538,0.931470230223446,NA,"102633950","ENSMUSG00000097104"
"Atp6v0a2",1514.73770236414,0.00759453768025346,0.0883436985625491,0.0859658108481429,0.931493595572198,0.999813356907188,"21871","ENSMUSG00000038023"
"Cebpg",1863.02381819967,0.00713273037172174,0.0829869770589375,0.0859499963067225,0.931506167220283,0.999813356907188,"12611","ENSMUSG00000056216"
"Pik3c2b",306.569734045369,-0.0145373215839572,0.169182082317263,-0.0859270756385166,0.931524387859539,0.999813356907188,"240752","ENSMUSG00000026447"
"Gm43707",5.98351860123724,0.0964789298818852,1.12343204755669,0.0858787410344166,0.931562811262942,NA,"108168906",NA
"Dynlt1a",60.5819177819387,-0.0308367274716464,0.359256237981496,-0.085834911719013,0.931597653342705,0.999813356907188,"100310872","ENSMUSG00000092074"
"Pex14",880.134980382736,-0.00914214928972048,0.106539168018357,-0.0858102185305711,0.931617283231143,0.999813356907188,"56273","ENSMUSG00000028975"
"R3hdm1",1572.4643779208,-0.00791897667957913,0.0924043456014175,-0.0856991803582196,0.931705553712289,0.999813356907188,"226412","ENSMUSG00000056211"
"Lhpp",141.233355168629,-0.0206382127881704,0.241596786217873,-0.0854242024956358,0.931924152676498,0.999813356907188,"76429","ENSMUSG00000030946"
"Snord45b",24.6129121798613,-0.0521097007050338,0.610279184097379,-0.0853866591928833,0.931953998849092,0.999813356907188,"100217468",NA
"Atg3",880.61566954689,0.00952910876467456,0.111642750524858,0.0853535829229937,0.931980293899447,0.999813356907188,"67841","ENSMUSG00000022663"
"Snapc3",517.305599340076,-0.0112836638751161,0.132295176519644,-0.0852915742807947,0.932029589874788,0.999813356907188,"77634","ENSMUSG00000028483"
"Erich1",343.202685229397,-0.0134540119543347,0.157794807351957,-0.0852627040148782,0.932052541408359,0.999813356907188,"234086","ENSMUSG00000051978"
"Ppm1b",1372.25780863962,0.00784644044063182,0.0920601296313109,0.0852316901144481,0.932077197169971,0.999813356907188,"19043","ENSMUSG00000061130"
"Psme2",3223.73584794443,0.0072788598032814,0.0855818444354965,0.0850514481347445,0.93222048915221,0.999813356907188,"19188","ENSMUSG00000079197"
"Trim35",2521.15491259562,-0.00645925299588266,0.0759680479796287,-0.0850259177070701,0.932240785964455,0.999813356907188,"66854","ENSMUSG00000022043"
"Senp5",893.166703169703,-0.00899238405905716,0.105763202070127,-0.0850237500666321,0.932242509251012,0.999813356907188,"320213","ENSMUSG00000022772"
"Sec22c",271.055812146981,-0.0149195453517075,0.176191225874724,-0.0846781403423327,0.932517275017074,0.999813356907188,"215474","ENSMUSG00000061536"
"Gm26660",3.22532957448027,-0.130846727259694,1.5455982633093,-0.084657656757155,0.932533560077726,NA,"102635490",NA
"Etfb",171.529188612857,0.0208745239409367,0.246620345792115,0.0846423431687692,0.932545734855305,0.999813356907188,"110826","ENSMUSG00000004610"
"Was",2069.97369252671,-0.00707127740053052,0.0836668933476468,-0.0845170307823961,0.932645362680573,0.999813356907188,"22376","ENSMUSG00000031165"
"Aaed1",733.567436907478,0.00979907593641413,0.116001347237841,0.0844738114663685,0.932679723826074,0.999813356907188,NA,NA
"Dusp3",212.894125511688,0.0164777600598536,0.195328618056012,0.0843591698126304,0.93277086929445,0.999813356907188,"72349","ENSMUSG00000003518"
"Gm25744",12.7362847021692,-0.065944647419026,0.7819468571113,-0.0843339247665006,0.93279094040351,0.999813356907188,NA,NA
"Mettl23",814.669298034444,-0.00972468516549924,0.115355503197319,-0.0843018746046724,0.932816421990839,0.999813356907188,"74319","ENSMUSG00000090266"
"Tsr3",812.726875806644,0.00924941077873103,0.109862427157215,0.0841908468442533,0.932904695511741,0.999813356907188,"68327","ENSMUSG00000015126"
"Mir8105",4.99843003822948,0.101729544181895,1.20842330749942,0.0841836991644944,0.932910378360754,NA,"102465894","ENSMUSG00000098957"
"Arfip1",206.171701483032,-0.0166954745247361,0.198843617309778,-0.083962838488933,0.933085977988879,0.999813356907188,"99889","ENSMUSG00000074513"
"Cers4",592.388850558315,0.0105449855908784,0.12580989204268,0.083816824096003,0.933202071395101,0.999813356907188,"67260","ENSMUSG00000008206"
"Lrrc20",289.336268823606,-0.0145424363938831,0.173876411761524,-0.083636625845652,0.933345345727295,0.999813356907188,"216011","ENSMUSG00000037151"
"Erf",797.740522730712,0.00927971218223413,0.110991606380601,0.083607332886174,0.933368636552754,0.999813356907188,"13875","ENSMUSG00000040857"
"Gm17203",3.23286564490252,-0.125725330280168,1.50611555042,-0.0834765501525481,0.93347262257026,NA,NA,NA
"Gm5129",3.23286564490252,-0.125725330280168,1.50611555042,-0.0834765501525481,0.93347262257026,NA,"332993","ENSMUSG00000053121"
"AB124611",264.2029554946,0.0149284304824046,0.178948204057349,0.083423192543583,0.933515047803034,0.999813356907188,"382062","ENSMUSG00000057191"
"Gm43949",7.45595932191869,0.0900543039613821,1.07965918981149,0.0834099360346347,0.933525588231134,NA,NA,NA
"Ehd3",245.480075289168,-0.0161616489047517,0.193779092693122,-0.083402438726174,0.933531549446826,0.999813356907188,"57440","ENSMUSG00000024065"
"Gm10269",23.2398644632881,-0.0503219986048632,0.603788415453121,-0.0833437630086003,0.933578203466095,0.999813356907188,"100040823",NA
"Gm43653",3.23239094869616,-0.125428405120988,1.50615665339694,-0.0832771311258366,0.933631183838609,NA,NA,NA
"Hic2",192.573768290422,0.0176152850607556,0.21155972474176,0.0832638872179364,0.933641714375631,0.999813356907188,"58180","ENSMUSG00000050240"
"Radil",7.96736689976276,-0.0815420590618531,0.979785971257913,-0.0832243586394324,0.933673144530305,NA,"231858","ENSMUSG00000029576"
"Hif1an",896.54019043174,-0.00895395545632031,0.107755167680951,-0.0830953693360843,0.933775707848498,0.999813356907188,"319594","ENSMUSG00000036450"
"Gm23143",4.51012848814308,0.106659110199649,1.28575699991702,0.0829543297890138,0.933887853940079,NA,NA,NA
"Bivm",731.95998071615,-0.00978943506251598,0.118049868456842,-0.0829262682837711,0.93391016690325,0.999813356907188,"246229","ENSMUSG00000041684"
"Sorbs3",13.216575485627,-0.0625179423376883,0.754268203483115,-0.0828855598698028,0.933942536083864,0.999813356907188,"20410","ENSMUSG00000022091"
"Kdm2b",2576.09050215217,-0.00632486590710428,0.0763409940443262,-0.0828501905991929,0.933970659948359,0.999813356907188,"30841","ENSMUSG00000029475"
"Gm9828",24.5420268096632,0.0488092170776535,0.58979234589241,0.0827566132683541,0.934045068331161,0.999813356907188,"105246056","ENSMUSG00000048603"
"Gnl1",2137.1090463443,-0.00665840193055542,0.0805037145362929,-0.0827092509818744,0.934082728859276,0.999813356907188,"14670","ENSMUSG00000024429"
"Snrpg",972.745071201176,0.00992475307321015,0.120044484169524,0.0826756276381233,0.934109464838848,0.999813356907188,"68011","ENSMUSG00000057278"
"Knstrn",1916.09960045275,-0.00680735391217917,0.0823432797987285,-0.0826704247003321,0.934113602019933,0.999813356907188,"51944","ENSMUSG00000027331"
"Gm20621",4.99937943064219,0.101321115760722,1.22784609169785,0.0825193942838687,0.934233696520422,NA,"100502684",NA
"1700088E04Rik",5.01160339424856,0.109004169303691,1.32140201981734,0.082491299142073,0.934256037033334,NA,"27660","ENSMUSG00000033029"
"Tbc1d8b",148.089303491609,0.0207001480295634,0.251044046936585,0.0824562393817381,0.934283915699133,0.999813356907188,"245638","ENSMUSG00000042473"
"Adss",3542.68187220167,0.00580219392150518,0.0703918437023635,0.0824270770067976,0.934307104969391,0.999813356907188,"11566","ENSMUSG00000015961"
"Gm38125",3.21731880785167,-0.136317680627566,1.65562384658163,-0.082336142300089,0.934379414578217,NA,NA,NA
"Accs",234.15293078481,0.0153421538986227,0.18636936442377,0.0823212224072267,0.934391278654746,0.999813356907188,"329470","ENSMUSG00000040272"
"Gm27907",5.98114512020547,0.0971789188506246,1.18394661401361,0.0820804905393377,0.934582707062197,NA,NA,NA
"Ddx21",8522.55754939378,-0.00515228752735696,0.0628196440952414,-0.0820171397269544,0.934633083843152,0.999813356907188,"56200","ENSMUSG00000020075"
"Exosc4",761.650191737371,0.00970161460704088,0.118297873910512,0.0820100504458752,0.934638721279808,0.999813356907188,"109075","ENSMUSG00000034259"
"Bhlhe41",3.22627896689298,-0.131759865925431,1.60676497463054,-0.0820031977332139,0.934644170599027,NA,"79362","ENSMUSG00000030256"
"Gabrd",3.22627896689298,-0.131759865925431,1.60676497463054,-0.0820031977332139,0.934644170599027,NA,"14403","ENSMUSG00000029054"
"Trmt13",260.74673777651,0.0150317872738808,0.183408490364442,0.0819579684888735,0.934680137248861,0.999813356907188,"229780","ENSMUSG00000033439"
"Gm12840",2.7586868432479,-0.145364816624814,1.77787633517083,-0.0817631765208496,0.934835038872244,NA,NA,NA
"Klrg2",15.7390581055937,0.0565444312302021,0.691738057758842,0.0817425477693103,0.934851443323082,0.999813356907188,"74253","ENSMUSG00000071537"
"Prmt5",2997.65528088396,0.00621167246879919,0.0761331186929992,0.0815896232209699,0.934973053252583,0.999813356907188,"27374","ENSMUSG00000023110"
"Gm24830",4.99700594961042,0.102363090419925,1.25528392084576,0.0815457672324498,0.935007929056129,NA,NA,NA
"Cpox",1727.87827394945,0.00731167949762165,0.089681115916653,0.0815297559902902,0.935020661782448,0.999813356907188,"12892","ENSMUSG00000022742"
